rollout/action_saturation_fraction,train/action_std_16,train/action_std_13,rollout/is_timeout_mean,train/action_std_20,rollout/episodes_fwd,train/action_std_14,train/action_std_06,rollout/recovery_left,time/iterations,train/action_std_02,rollout/episodes_left,rollout/force_onset_mean,train/action_std_17,rollout/is_fall_mean,rollout/force_requested_impulse_mean,rollout/ep_rew_mean,rollout/recovery_right,train/action_std_03,train/std_max,rollout/recovery_back,train/action_std_22,train/action_std_00,time/total_timesteps,train/action_std_12,train/action_std_18,train/action_std_19,train/action_std_23,rollout/ep_len_mean,train/action_std_11,rollout/recovery_up,train/action_std_08,time/time_elapsed,rollout/episodes_back,train/action_std_15,rollout/episodes_up,time/fps,rollout/force_direction_mean,train/action_std_01,train/action_std_04,rollout/episodes_right,train/action_std_05,train/action_std_10,train/action_std_24,train/action_std_07,train/std_min,train/action_std_21,train/action_std_09,rollout/recovery_fwd,train/policy_gradient_loss,rollout/timeouts,train/approx_kl,train/value_loss,train/n_updates,rollout/episodes_noforce,rollout/timeout_without_onset_fraction,rollout/recovery_down,rollout/recovery_noforce,train/learning_rate,train/entropy_loss,train/clip_range,train/clip_range_vf,train/std,train/clip_fraction,train/explained_variance,rollout/episodes_down,train/loss
0.0,0.10456209629774094,0.1006254106760025,0.4143646408839779,0.10497213900089264,29,0.10253795236349106,0.10555315017700195,0.22580645161290322,16,0.10315441340208054,31,1.428607734806631,0.10640399903059006,0.585635359116022,2.046182891384519,458.3812255859375,0.14893617021276595,0.10579366236925125,0.10666047036647797,0.9166666666666666,0.10371710360050201,0.10244201868772507,2097152,0.10650318115949631,0.1025225967168808,0.10605177283287048,0.10446474701166153,684.0,0.10613163560628891,0.18518518518518517,0.10493375360965729,419,12,0.1051979511976242,27,4998,1.988950276243094,0.10666047036647797,0.10207105427980423,47,0.10356227308511734,0.10226012021303177,0.10660121589899063,0.10290368646383286,0.1006254106760025,0.10348252952098846,0.10595463216304779,0.3793103448275862,-0.003051759285699518,75,0.0034012296,0.5465153860393912,3680,23,0.0,0.9166666666666666,1.0,1e-05,21.12499357163906,0.1,0.2,0.10436253994703293,0.13439865112304689,0.8113118410110474,12,1.6102384328842163
0.0,0.10538902133703232,0.10147122293710709,0.48823529411764705,0.1058591827750206,32,0.10342582315206528,0.10639920085668564,0.3333333333333333,17,0.10411825031042099,24,1.4264235294117658,0.10735271126031876,0.5117647058823529,2.075746058107173,530.3745727539062,0.19047619047619047,0.10669346898794174,0.10747836530208588,0.6666666666666666,0.10459710657596588,0.10326515138149261,2228224,0.10731961578130722,0.10340740531682968,0.10700379312038422,0.10533423721790314,794.85,0.10702203959226608,0.41935483870967744,0.10584366321563721,446,15,0.10621459037065506,31,4993,2.0058823529411764,0.10747836530208588,0.10302537679672241,42,0.10450799018144608,0.10314863175153732,0.10746727883815765,0.1038036122918129,0.10147122293710709,0.10428711771965027,0.10689757019281387,0.5625,-0.002769000733769644,83,0.003445574,0.5936997900949791,3690,17,0.0,1.0,1.0,1e-05,20.913025748729705,0.1,0.2,0.10525329411029816,0.1381866455078125,0.799192488193512,9,1.6591802835464478
0.0,0.10631174594163895,0.10232572257518768,0.46808510638297873,0.10676851123571396,25,0.10434361547231674,0.10718697309494019,0.2222222222222222,18,0.10501471906900406,36,1.4305106382978738,0.10830148309469223,0.5319148936170213,1.9304822924410143,503.1801452636719,0.2564102564102564,0.10766793042421341,0.10848306864500046,0.7647058823529411,0.10559657216072083,0.10405763983726501,2359296,0.10827290266752243,0.104294054210186,0.10793821513652802,0.10619404911994934,753.29,0.10793580114841461,0.41025641025641024,0.1068052127957344,473,17,0.10715837776660919,39,4987,2.1382978723404253,0.10839341580867767,0.10389982908964157,39,0.10550230741500854,0.10404776781797409,0.10848306864500046,0.10461351275444031,0.10232572257518768,0.10526150465011597,0.10775038599967957,0.44,-0.0028033287831931374,88,0.0035449476,0.5328302814392373,3700,20,0.0,0.9166666666666666,0.95,1e-05,20.698204904794693,0.1,0.2,0.10616500675678253,0.13932647705078124,0.7923086881637573,12,1.4969027042388916
0.0,0.1072511151432991,0.10331225395202637,0.4327485380116959,0.10767724364995956,27,0.10521069914102554,0.10811593383550644,0.11538461538461539,19,0.10590164363384247,26,1.4293216374269015,0.1092267781496048,0.5672514619883041,2.1022319611114035,477.94940185546875,0.21739130434782608,0.10852503031492233,0.10941822081804276,0.9090909090909091,0.10640706866979599,0.10491109639406204,2490368,0.10918931663036346,0.10514785349369049,0.10880304872989655,0.10713431984186172,720.56,0.10895311087369919,0.41379310344827586,0.10771358013153076,499,11,0.10804558545351028,29,4982,2.263157894736842,0.10927155613899231,0.10482920706272125,46,0.1063440591096878,0.10498825460672379,0.10941822081804276,0.10545175522565842,0.10331225395202637,0.10611409693956375,0.1086442843079567,0.3333333333333333,-0.002818036021653825,74,0.0033746571,0.5657324227504432,3710,15,0.0,0.9411764705882353,0.9333333333333333,1e-05,20.48546304553747,0.1,0.2,0.10706347972154617,0.13544540405273436,0.8011489510536194,17,1.5626792907714844
0.0,0.10819084197282791,0.10428131371736526,0.43455497382198954,0.10861208289861679,30,0.10604768246412277,0.10902363806962967,0.23076923076923078,20,0.10679243505001068,39,1.4238534031413623,0.11018580943346024,0.5654450261780105,2.1043208328838228,465.32965087890625,0.2916666666666667,0.10939612984657288,0.11040191352367401,0.875,0.10738472640514374,0.1058819517493248,2621440,0.11023026704788208,0.1060473620891571,0.1096910685300827,0.10793635994195938,693.91,0.10985928773880005,0.27586206896551724,0.10869951546192169,526,16,0.10900016129016876,29,4977,2.0785340314136125,0.11013370007276535,0.10573470592498779,48,0.10724624991416931,0.10590989887714386,0.11040191352367401,0.10629858821630478,0.10428131371736526,0.10705900192260742,0.10961559414863586,0.3333333333333333,-0.0028661333833952087,83,0.0034004946,0.5822456709109247,3720,17,0.0,0.9166666666666666,1.0,1e-05,20.27266552746296,0.1,0.2,0.10798641294240952,0.133270263671875,0.7803913950920105,12,1.4778382778167725
0.0,0.10917637497186661,0.1052357405424118,0.45180722891566266,0.10953424870967865,26,0.10691161453723907,0.10989587754011154,0.34285714285714286,21,0.10762801766395569,35,1.4217469879518083,0.11113182455301285,0.5481927710843374,2.0144781766806648,500.13897705078125,0.22857142857142856,0.11030779778957367,0.11140996217727661,0.5714285714285714,0.10833675414323807,0.10676458477973938,2752512,0.11121935397386551,0.10698956251144409,0.11069513112306595,0.1089448556303978,753.94,0.11065609753131866,0.23809523809523808,0.10969005525112152,553,14,0.10994593054056168,21,4973,1.9036144578313252,0.1109873354434967,0.10670412331819534,35,0.10815344005823135,0.10681245476007462,0.11140996217727661,0.10723988711833954,0.1052357405424118,0.10802670568227768,0.11063212901353836,0.34615384615384615,-0.0027876098623892177,75,0.0035008588,0.6408629007870331,3730,22,0.0,1.0,0.9090909090909091,1e-05,20.05709166228771,0.1,0.2,0.10892119258642197,0.13784637451171874,0.7772055864334106,13,1.6536147594451904
0.0,0.11011684685945511,0.10605359822511673,0.44385026737967914,0.11051375418901443,35,0.1078299805521965,0.11091694235801697,0.2,22,0.10852627456188202,40,1.4280213903743326,0.11216727644205093,0.5561497326203209,1.9774510639493963,505.0675354003906,0.14705882352941177,0.111304372549057,0.11238094419240952,0.6363636363636364,0.1091628447175026,0.10765904933214188,2883584,0.11208309978246689,0.10795952379703522,0.11175764352083206,0.10990381985902786,761.13,0.11165034025907516,0.4,0.11066702753305435,580,11,0.11094100028276443,30,4968,1.8288770053475936,0.11197887361049652,0.10761749744415283,34,0.10900406539440155,0.10778532922267914,0.11238094419240952,0.10821513831615448,0.10605359822511673,0.10902246832847595,0.11154859513044357,0.42857142857142855,-0.002868794039113709,83,0.0035773928,0.5542653721291572,3740,26,0.0,1.0,0.9615384615384616,1e-05,19.84108308404684,0.1,0.2,0.10987064242362976,0.13517074584960936,0.7975931167602539,11,1.5206785202026367
0.0,0.11100509017705917,0.10701969265937805,0.44,0.11148087680339813,20,0.10876603424549103,0.11185533553361893,0.14285714285714285,23,0.10948210954666138,42,1.439417142857144,0.11317533254623413,0.56,2.10544183656733,485.88812255859375,0.20588235294117646,0.11224502325057983,0.11341803520917892,0.6923076923076923,0.11006109416484833,0.108561672270298,3014656,0.11308597773313522,0.10879319161176682,0.11277109384536743,0.11083947867155075,734.88,0.11265451461076736,0.4,0.11156508326530457,607,13,0.11186043173074722,35,4964,2.3085714285714287,0.11294346302747726,0.10855743288993835,34,0.11004698276519775,0.10868370532989502,0.11341803520917892,0.10924813896417618,0.10701969265937805,0.10988932847976685,0.11239165812730789,0.5,-0.002789062426018063,77,0.0033671493,0.5690032119164243,3750,15,0.0,1.0,1.0,1e-05,19.625758008658885,0.1,0.2,0.11081601679325104,0.13312911987304688,0.7964476943016052,16,1.5982654094696045
0.0,0.11195338517427444,0.10800082236528397,0.5059523809523809,0.1123955249786377,33,0.10975249111652374,0.11296995729207993,0.34615384615384615,24,0.11041143536567688,26,1.4255357142857155,0.11424942314624786,0.49404761904761907,1.9960216840898126,516.8614501953125,0.15151515151515152,0.11327356845140457,0.11433252692222595,0.8823529411764706,0.11104204505681992,0.10959558188915253,3145728,0.1139814481139183,0.10973137617111206,0.1138501837849617,0.11187411099672318,774.52,0.11368703842163086,0.4482758620689655,0.11253686249256134,634,17,0.1128661260008812,29,4961,1.9404761904761905,0.11388479918241501,0.10954701900482178,33,0.11105585843324661,0.10964487493038177,0.11433252692222595,0.11015518009662628,0.10800082236528397,0.11086712777614594,0.11333904415369034,0.45454545454545453,-0.0029776034191854707,85,0.0035318716,0.5462115640519187,3760,18,0.0,0.9166666666666666,0.9444444444444444,1e-05,19.407835924625395,0.1,0.2,0.11179991811513901,0.137420654296875,0.7946592569351196,12,1.4188024997711182
0.0,0.11289963871240616,0.10893342643976212,0.46111111111111114,0.11341957747936249,18,0.11076667159795761,0.11386452615261078,0.275,25,0.11149881035089493,40,1.4335444444444454,0.11525864154100418,0.5388888888888889,2.0498347287519505,504.41534423828125,0.17142857142857143,0.11426480859518051,0.1154153048992157,0.625,0.11201810836791992,0.1105094626545906,3276800,0.11502973735332489,0.1106908768415451,0.11472540348768234,0.11277203261852264,762.42,0.11477462202310562,0.2727272727272727,0.11346723884344101,660,16,0.11369413882493973,33,4958,2.138888888888889,0.11476118117570877,0.11055094748735428,35,0.11197959631681442,0.11060427874326706,0.1154153048992157,0.11119617521762848,0.10893342643976212,0.11172719299793243,0.11434035003185272,0.5555555555555556,-0.002828255734857521,83,0.0034626448,0.5272915271110833,3770,23,0.0,0.9333333333333333,1.0,1e-05,19.190231612324716,0.1,0.2,0.11276651173830032,0.13533401489257812,0.7881921529769897,15,1.3107779026031494
0.0,0.11384516209363937,0.10987625271081924,0.4431818181818182,0.11438672989606857,27,0.11175359040498734,0.11488418281078339,0.13043478260869565,26,0.11241436004638672,46,1.42559090909091,0.11620526015758514,0.5568181818181818,1.9932150590342763,470.0068664550781,0.2702702702702703,0.11523069441318512,0.11633820831775665,0.7894736842105263,0.11303790658712387,0.11146388947963715,3407872,0.11603571474552155,0.11166676133871078,0.11572473496198654,0.11385475099086761,706.69,0.11577391624450684,0.4583333333333333,0.11437360942363739,687,19,0.1146957203745842,24,4955,1.9829545454545454,0.11576146632432938,0.11158532649278641,37,0.11294785141944885,0.11163090169429779,0.11633820831775665,0.11222326755523682,0.10987625271081924,0.11276811361312866,0.11528387665748596,0.5185185185185185,-0.0028450632170461177,78,0.0035036155,0.5213897961424664,3780,14,0.0,0.8888888888888888,1.0,1e-05,18.974042913317682,0.1,0.2,0.11375049501657486,0.13622360229492186,0.8000222444534302,9,1.3494046926498413
0.0,0.11491730809211731,0.11089634150266647,0.4861878453038674,0.11532194912433624,26,0.11267165094614029,0.11584838479757309,0.35,27,0.11341649293899536,40,1.4180000000000008,0.11718618869781494,0.5138121546961326,1.9943166901674843,494.0282897949219,0.1875,0.1161922961473465,0.11721449345350266,0.7222222222222222,0.11396139860153198,0.11249329149723053,3538944,0.1169985830783844,0.11256852746009827,0.11680961400270462,0.114873006939888,745.55,0.11668641865253448,0.3939393939393939,0.11542603373527527,714,18,0.11570997536182404,33,4952,2.2209944751381214,0.11671487987041473,0.11256004869937897,32,0.11384706199169159,0.11265229433774948,0.11721449345350266,0.11321371048688889,0.11089634150266647,0.11381594091653824,0.11632470041513443,0.38461538461538464,-0.002690988057747745,88,0.0034101629,0.5632925293641164,3790,14,0.0,1.0,1.0,1e-05,18.757560446858406,0.1,0.2,0.11473281681537628,0.13371810913085938,0.7753999829292297,18,1.5057644844055176
