Logging to ./data/v1_ours_add/tb
----------------------------------------------
| rollout/                        |          |
|    clip_range                     | 0.1          |
|    clip_range_vf                  | 0.2          |
|    entropy_loss                   | 39.2         |
|    explained_variance             | -0.87        |
|    learning_rate                  | 1e-05        |
|    loss                           | 1.78         |
|    n_updates                      | 60           |
|    policy_gradient_loss           | -0.00171     |
|    std                            | 0.0506       |
|    std_max                        | 0.0507       |
|    std_min                        | 0.0505       |
|    value_loss                     | 1.38         |
----------------------------------------------------
----------------------------------------------------
| rollout/                          |              |
|    action_saturation_fraction     | 0            |
|    ep_len_mean                    | 1e+03        |
|    ep_rew_mean                    | 681          |
|    episodes_noforce               | 226          |
|    force_direction_mean           | -1           |
|    force_onset_mean               | 1.38         |
|    force_requested_impulse_mean   | 0            |
|    is_fall_mean                   | 0.0221       |
|    is_timeout_mean                | 0.978        |
|    recovery_noforce               | 0.978        |
|    timeout_without_onset_fraction | 0            |
|    timeouts                       | 221          |
| time/                             |              |
|    fps                            | 4598         |
|    iterations                     | 8            |
|    time_elapsed                   | 228          |
|    total_timesteps                | 1048576      |
| train/                            |              |
|    action_std_00                  | 0.0507       |
|    action_std_01                  | 0.0506       |
|    action_std_02                  | 0.0505       |
|    action_std_03                  | 0.0507       |
|    action_std_04                  | 0.0507       |
|    action_std_05                  | 0.0506       |
|    action_std_06                  | 0.0507       |
|    action_std_07                  | 0.0507       |
|    action_std_08                  | 0.0508       |
|    action_std_09                  | 0.0507       |
|    action_std_10                  | 0.0505       |
|    action_std_11                  | 0.0505       |
|    action_std_12                  | 0.0506       |
|    action_std_13                  | 0.0507       |
|    action_std_14                  | 0.0506       |
|    action_std_15                  | 0.0506       |
|    action_std_16                  | 0.0507       |
|    action_std_17                  | 0.0507       |
|    action_std_18                  | 0.0507       |
|    action_std_19                  | 0.0506       |
|    action_std_20                  | 0.0506       |
|    action_std_21                  | 0.0505       |
|    action_std_22                  | 0.0507       |
|    action_std_23                  | 0.0507       |
|    action_std_24                  | 0.0506       |
|    approx_kl                      | 0.0021978756 |
|    clip_fraction                  | 0.111        |
|    clip_range                     | 0.1          |
|    clip_range_vf                  | 0.2          |
|    entropy_loss                   | 39.1         |
|    explained_variance             | -1.48        |
|    learning_rate                  | 1e-05        |
|    loss                           | 1.76         |
|    n_updates                      | 70           |
|    policy_gradient_loss           | -0.00186     |
|    std                            | 0.0506       |
|    std_max                        | 0.0508       |
|    std_min                        | 0.0505       |
|    value_loss                     | 1.37         |
----------------------------------------------------
----------------------------------------------------
| rollout/                          |              |
|    action_saturation_fraction     | 0            |
|    ep_len_mean                    | 941          |
|    ep_rew_mean                    | 640          |
|    episodes_noforce               | 45           |
|    force_direction_mean           | -1           |
|    force_onset_mean               | 1.43         |
|    force_requested_impulse_mean   | 0            |
|    is_fall_mean                   | 0.267        |
|    is_timeout_mean                | 0.733        |
|    recovery_noforce               | 0.733        |
|    timeout_without_onset_fraction | 0            |
|    timeouts                       | 33           |
| time/                             |              |
|    fps                            | 4588         |
|    iterations                     | 9            |
|    time_elapsed                   | 257          |
|    total_timesteps                | 1179648      |
| train/                            |              |
|    action_std_00                  | 0.0508       |
|    action_std_01                  | 0.0506       |
|    action_std_02                  | 0.0506       |
|    action_std_03                  | 0.0508       |
|    action_std_04                  | 0.0508       |
|    action_std_05                  | 0.0506       |
|    action_std_06                  | 0.0508       |
|    action_std_07                  | 0.0508       |
|    action_std_08                  | 0.0508       |
|    action_std_09                  | 0.0508       |
|    action_std_10                  | 0.0506       |
|    action_std_11                  | 0.0505       |
|    action_std_12                  | 0.0507       |
|    action_std_13                  | 0.0508       |
|    action_std_14                  | 0.0507       |
|    action_std_15                  | 0.0507       |
|    action_std_16                  | 0.0508       |
|    action_std_17                  | 0.0508       |
|    action_std_18                  | 0.0507       |
|    action_std_19                  | 0.0506       |
|    action_std_20                  | 0.0508       |
|    action_std_21                  | 0.0506       |
|    action_std_22                  | 0.0508       |
|    action_std_23                  | 0.0507       |
|    action_std_24                  | 0.0507       |
|    approx_kl                      | 0.0022579913 |
|    clip_fraction                  | 0.112        |
|    clip_range                     | 0.1          |
|    clip_range_vf                  | 0.2          |
|    entropy_loss                   | 39.1         |
|    explained_variance             | -1.15        |
|    learning_rate                  | 1e-05        |
|    loss                           | 1.7          |
|    n_updates                      | 80           |
|    policy_gradient_loss           | -0.00155     |
|    std                            | 0.0507       |
|    std_max                        | 0.0508       |
|    std_min                        | 0.0505       |
|    value_loss                     | 1.32         |
----------------------------------------------------
----------------------------------------------------
| rollout/                          |              |
|    action_saturation_fraction     | 0            |
|    ep_len_mean                    | 1e+03        |
|    ep_rew_mean                    | 681          |
|    episodes_noforce               | 214          |
|    force_direction_mean           | -1           |
|    force_onset_mean               | 1.39         |
|    force_requested_impulse_mean   | 0            |
|    is_fall_mean                   | 0.028        |
|    is_timeout_mean                | 0.972        |
|    recovery_noforce               | 0.972        |
|    timeout_without_onset_fraction | 0            |
|    timeouts                       | 208          |
| time/                             |              |
|    fps                            | 4561         |
|    iterations                     | 10           |
|    time_elapsed                   | 287          |
|    total_timesteps                | 1310720      |
| train/                            |              |
|    action_std_00                  | 0.0508       |
|    action_std_01                  | 0.0507       |
|    action_std_02                  | 0.0507       |
|    action_std_03                  | 0.0509       |
|    action_std_04                  | 0.0509       |
|    action_std_05                  | 0.0508       |
|    action_std_06                  | 0.0509       |
|    action_std_07                  | 0.0509       |
|    action_std_08                  | 0.0509       |
|    action_std_09                  | 0.0509       |
|    action_std_10                  | 0.0507       |
|    action_std_11                  | 0.0506       |
|    action_std_12                  | 0.0508       |
|    action_std_13                  | 0.0509       |
|    action_std_14                  | 0.0508       |
|    action_std_15                  | 0.0508       |
|    action_std_16                  | 0.0509       |
|    action_std_17                  | 0.0508       |
|    action_std_18                  | 0.0508       |
|    action_std_19                  | 0.0507       |
|    action_std_20                  | 0.0508       |
|    action_std_21                  | 0.0507       |
|    action_std_22                  | 0.0509       |
|    action_std_23                  | 0.0508       |
|    action_std_24                  | 0.0508       |
|    approx_kl                      | 0.0021068072 |
|    clip_fraction                  | 0.105        |
|    clip_range                     | 0.1          |
|    clip_range_vf                  | 0.2          |
|    entropy_loss                   | 39           |
|    explained_variance             | -1.48        |
|    learning_rate                  | 1e-05        |
|    loss                           | 1.67         |
|    n_updates                      | 90           |
|    policy_gradient_loss           | -0.00183     |
|    std                            | 0.0508       |
|    std_max                        | 0.0509       |
|    std_min                        | 0.0506       |
|    value_loss                     | 1.28         |
----------------------------------------------------
----------------------------------------------------
| rollout/                          |              |
|    action_saturation_fraction     | 0            |
|    ep_len_mean                    | 965          |
|    ep_rew_mean                    | 655          |
|    episodes_noforce               | 53           |
|    force_direction_mean           | -1           |
|    force_onset_mean               | 1.4          |
|    force_requested_impulse_mean   | 0            |
|    is_fall_mean                   | 0.132        |
|    is_timeout_mean                | 0.868        |
|    recovery_noforce               | 0.868        |
|    timeout_without_onset_fraction | 0            |
|    timeouts                       | 46           |
| time/                             |              |
|    fps                            | 4554         |
|    iterations                     | 11           |
|    time_elapsed                   | 316          |
|    total_timesteps                | 1441792      |
| train/                            |              |
|    action_std_00                  | 0.0509       |
|    action_std_01                  | 0.0508       |
|    action_std_02                  | 0.0508       |
|    action_std_03                  | 0.051        |
|    action_std_04                  | 0.051        |
|    action_std_05                  | 0.0508       |
|    action_std_06                  | 0.051        |
|    action_std_07                  | 0.051        |
|    action_std_08                  | 0.051        |
|    action_std_09                  | 0.051        |
|    action_std_10                  | 0.0508       |
|    action_std_11                  | 0.0507       |
|    action_std_12                  | 0.0509       |
|    action_std_13                  | 0.0511       |
|    action_std_14                  | 0.0509       |
|    action_std_15                  | 0.0509       |
|    action_std_16                  | 0.0509       |
|    action_std_17                  | 0.0509       |
|    action_std_18                  | 0.0509       |
|    action_std_19                  | 0.0508       |
|    action_std_20                  | 0.051        |
|    action_std_21                  | 0.0508       |
|    action_std_22                  | 0.051        |
|    action_std_23                  | 0.0509       |
|    action_std_24                  | 0.0509       |
|    approx_kl                      | 0.0022122804 |
|    clip_fraction                  | 0.111        |
|    clip_range                     | 0.1          |
|    clip_range_vf                  | 0.2          |
|    entropy_loss                   | 39           |
|    explained_variance             | -1.06        |
|    learning_rate                  | 1e-05        |
|    loss                           | 1.6          |
|    n_updates                      | 100          |
|    policy_gradient_loss           | -0.0021      |
|    std                            | 0.0509       |
|    std_max                        | 0.0511       |
|    std_min                        | 0.0507       |
|    value_loss                     | 1.21         |
----------------------------------------------------
----------------------------------------------------
| rollout/                          |              |
|    action_saturation_fraction     | 0            |
|    ep_len_mean                    | 988          |
|    ep_rew_mean                    | 674          |
|    episodes_noforce               | 206          |
|    force_direction_mean           | -1           |
|    force_onset_mean               | 1.39         |
|    force_requested_impulse_mean   | 0            |
|    is_fall_mean                   | 0.034        |
|    is_timeout_mean                | 0.966        |
|    recovery_noforce               | 0.966        |
|    timeout_without_onset_fraction | 0            |
|    timeouts                       | 199          |
| time/                             |              |
|    fps                            | 4534         |
|    iterations                     | 12           |
|    time_elapsed                   | 346          |
|    total_timesteps                | 1572864      |
| train/                            |              |
|    action_std_00                  | 0.051        |
|    action_std_01                  | 0.0509       |
|    action_std_02                  | 0.0509       |
|    action_std_03                  | 0.0511       |
|    action_std_04                  | 0.051        |
|    action_std_05                  | 0.0509       |
|    action_std_06                  | 0.051        |
|    action_std_07                  | 0.0511       |
|    action_std_08                  | 0.0511       |
|    action_std_09                  | 0.0511       |
|    action_std_10                  | 0.0509       |
|    action_std_11                  | 0.0508       |
|    action_std_12                  | 0.051        |
|    action_std_13                  | 0.0512       |
|    action_std_14                  | 0.0509       |
|    action_std_15                  | 0.0509       |
|    action_std_16                  | 0.051        |
|    action_std_17                  | 0.051        |
|    action_std_18                  | 0.051        |
|    action_std_19                  | 0.051        |
|    action_std_20                  | 0.0511       |
|    action_std_21                  | 0.0508       |
|    action_std_22                  | 0.0511       |
|    action_std_23                  | 0.051        |
|    action_std_24                  | 0.0509       |
|    approx_kl                      | 0.0022123544 |
|    clip_fraction                  | 0.111        |
|    clip_range                     | 0.1          |
|    clip_range_vf                  | 0.2          |
|    entropy_loss                   | 38.9         |
|    explained_variance             | -1.19        |
|    learning_rate                  | 1e-05        |
|    loss                           | 1.41         |
|    n_updates                      | 110          |
|    policy_gradient_loss           | -0.00193     |
|    std                            | 0.051        |
|    std_max                        | 0.0512       |
|    std_min                        | 0.0508       |
|    value_loss                     | 1.11         |
----------------------------------------------------
----------------------------------------------------
| rollout/                          |              |
|    action_saturation_fraction     | 0            |
|    ep_len_mean                    | 921          |
|    ep_rew_mean                    | 628          |
|    episodes_noforce               | 63           |
|    force_direction_mean           | -1           |
|    force_onset_mean               | 1.39         |
|    force_requested_impulse_mean   | 0            |
|    is_fall_mean                   | 0.175        |
|    is_timeout_mean                | 0.825        |
|    recovery_noforce               | 0.825        |
|    timeout_without_onset_fraction | 0            |
|    timeouts                       | 52           |
| time/                             |              |
|    fps                            | 4529         |
|    iterations                     | 13           |
|    time_elapsed                   | 376          |
|    total_timesteps                | 1703936      |
| train/                            |              |
|    action_std_00                  | 0.0511       |
|    action_std_01                  | 0.051        |
|    action_std_02                  | 0.051        |
|    action_std_03                  | 0.0513       |
|    action_std_04                  | 0.0511       |
|    action_std_05                  | 0.0511       |
|    action_std_06                  | 0.0511       |
|    action_std_07                  | 0.0512       |
|    action_std_08                  | 0.0512       |
|    action_std_09                  | 0.0511       |
|    action_std_10                  | 0.0509       |
|    action_std_11                  | 0.0509       |
|    action_std_12                  | 0.0511       |
|    action_std_13                  | 0.0513       |
|    action_std_14                  | 0.0509       |
|    action_std_15                  | 0.0511       |
|    action_std_16                  | 0.0511       |
|    action_std_17                  | 0.0511       |
|    action_std_18                  | 0.0512       |
|    action_std_19                  | 0.051        |
|    action_std_20                  | 0.0512       |
|    action_std_21                  | 0.051        |
|    action_std_22                  | 0.0513       |
|    action_std_23                  | 0.051        |
|    action_std_24                  | 0.051        |
|    approx_kl                      | 0.0021671187 |
|    clip_fraction                  | 0.109        |
|    clip_range                     | 0.1          |
|    clip_range_vf                  | 0.2          |
|    entropy_loss                   | 38.9         |
|    explained_variance             | -0.99        |
|    learning_rate                  | 1e-05        |
|    loss                           | 1.45         |
|    n_updates                      | 120          |
|    policy_gradient_loss           | -0.00183     |
|    std                            | 0.0511       |
|    std_max                        | 0.0513       |
|    std_min                        | 0.0509       |
|    value_loss                     | 1.12         |
----------------------------------------------------
----------------------------------------------------
| rollout/                          |              |
|    action_saturation_fraction     | 0            |
|    ep_len_mean                    | 994          |
|    ep_rew_mean                    | 679          |
|    episodes_noforce               | 198          |
|    force_direction_mean           | -1           |
|    force_onset_mean               | 1.4          |
|    force_requested_impulse_mean   | 0            |
|    is_fall_mean                   | 0.0505       |
|    is_timeout_mean                | 0.949        |
|    recovery_noforce               | 0.949        |
|    timeout_without_onset_fraction | 0            |
|    timeouts                       | 188          |
| time/                             |              |
|    fps                            | 4511         |
|    iterations                     | 14           |
|    time_elapsed                   | 406          |
|    total_timesteps                | 1835008      |
| train/                            |              |
|    action_std_00                  | 0.0512       |
|    action_std_01                  | 0.0511       |
|    action_std_02                  | 0.0511       |
|    action_std_03                  | 0.0514       |
|    action_std_04                  | 0.0512       |
|    action_std_05                  | 0.0512       |
|    action_std_06                  | 0.0512       |
|    action_std_07                  | 0.0512       |
|    action_std_08                  | 0.0513       |
|    action_std_09                  | 0.0511       |
|    action_std_10                  | 0.0511       |
|    action_std_11                  | 0.0509       |
|    action_std_12                  | 0.0512       |
|    action_std_13                  | 0.0514       |
|    action_std_14                  | 0.051        |
|    action_std_15                  | 0.0511       |
|    action_std_16                  | 0.0512       |
|    action_std_17                  | 0.0512       |
|    action_std_18                  | 0.0512       |
|    action_std_19                  | 0.051        |
|    action_std_20                  | 0.0511       |
|    action_std_21                  | 0.0511       |
|    action_std_22                  | 0.0513       |
|    action_std_23                  | 0.0511       |
|    action_std_24                  | 0.0511       |
|    approx_kl                      | 0.0021414666 |
|    clip_fraction                  | 0.109        |
|    clip_range                     | 0.1          |
|    clip_range_vf                  | 0.2          |
|    entropy_loss                   | 38.9         |
|    explained_variance             | -0.922       |
|    learning_rate                  | 1e-05        |
|    loss                           | 1.42         |
|    n_updates                      | 130          |
|    policy_gradient_loss           | -0.00212     |
|    std                            | 0.0512       |
|    std_max                        | 0.0514       |
|    std_min                        | 0.0509       |
|    value_loss                     | 1.02         |
----------------------------------------------------
----------------------------------------------------
| rollout/                          |              |
|    action_saturation_fraction     | 0            |
|    ep_len_mean                    | 972          |
|    ep_rew_mean                    | 661          |
|    episodes_noforce               | 64           |
|    force_direction_mean           | -1           |
|    force_onset_mean               | 1.4          |
|    force_requested_impulse_mean   | 0            |
|    is_fall_mean                   | 0.0469       |
